day,hour,counts,lat,lon,kind,armed
5,11,18,35.14380148070618,68.53183273065139,women,False
5,16,14,33.37727520571042,69.56811137673347,children,False
4,17,10,34.01213708160454,68.52116162603333,women,False
6,3,1,33.931183820018724,69.35646122089972,men,True
6,6,8,34.8587998039659,69.58486486948013,children,False
5,4,1,34.606085488970635,69.55691506172869,men,False
6,5,4,34.521157168105184,70.32655481418642,women,False
3,14,17,35.30271606470316,68.80486270187056,men,False
6,2,2,32.26612456168122,67.88340299073757,children,False
6,12,21,34.370193557665964,70.20721369997518,men,False
6,7,11,33.07158570403248,67.02429960104095,children,False
5,0,1,35.01234554663585,68.19890234784258,men,False
1,15,19,35.38656264019687,68.97842178867607,children,False
1,4,3,33.3301582790723,68.89179403825956,women,False
5,3,2,34.28525040115136,68.37848724277171,women,False
5,1,2,32.578353326668086,68.19421652746962,women,False
3,16,20,35.00277043999238,67.14368115692814,men,False
0,1,1,35.02298695920081,68.43357484758845,women,False
5,19,3,34.16207633696943,70.28309284232087,men,True
6,3,1,33.08325776027797,67.69966928912936,men,True
5,10,19,34.85763678213678,69.24196913031959,women,False
5,19,3,35.00491719609889,67.68261039898846,men,False
4,2,1,32.83357956115692,69.67299248738215,men,True
1,3,2,36.40001442631781,68.79710677760217,men,False
4,11,12,34.600603407616205,70.89249044050948,men,False
6,6,10,34.52198480205875,69.40039833717043,women,False
5,2,1,35.733623775447164,71.78310871419093,women,False
5,6,4,35.05345606318796,69.07892519499957,children,False
4,3,1,33.799815943876865,69.91239116531675,men,True
5,2,3,34.16053962901882,67.86969164017763,women,False
4,2,4,34.51926269110317,70.12553006522965,men,False
6,5,2,35.76662704911347,67.96641743124654,children,False
6,23,4,35.415171796090036,69.23390191046195,men,False
2,5,2,34.44303387979235,67.83009392434815,men,False
5,5,5,35.71771126290905,68.37619044115445,women,False
0,7,5,31.97478830557149,70.79615332413313,men,True
6,1,1,33.89229347667099,69.47251109710106,men,True
6,5,4,34.62649419842662,67.88648536019734,men,False
5,17,5,33.60225970440525,68.52479750714434,men,True
6,5,3,35.106460026358555,69.50634514255565,women,False
5,21,3,34.62374823716537,66.87479761113083,men,False
5,5,1,34.68271702127705,69.76880151928391,women,False
4,9,15,34.45474980683779,69.36156298242554,women,False
5,5,2,33.08743279136549,69.13674673005072,men,True
6,22,2,36.41899577834682,69.35757343215147,women,False
3,12,15,35.54228919165355,69.96629240382127,men,False
6,8,17,35.005891048891066,68.12935326055785,men,False
5,0,3,34.70399186292758,68.83022684108458,men,False
5,15,16,36.29965478685774,69.98292064845084,women,False
6,10,9,33.78287379428687,68.82342096891567,men,True
5,18,9,35.71545550352839,69.18950744691769,children,False
5,4,3,35.01557604681689,67.73287106097412,men,False
5,14,22,34.59466874269298,69.98167190740585,men,False
5,20,2,33.147865505635224,68.08168668566431,children,False
1,16,6,33.07668652853171,69.54515672679398,men,True
5,7,13,34.2532460189819,69.15261984307803,women,False
0,19,7,35.37900947030651,67.84299186623076,women,False
4,4,1,34.33507593097207,69.59524395868796,children,False
5,16,17,33.71144589205185,67.93641683635151,children,False
6,7,3,33.5539647381976,66.9792656431762,men,True
5,23,1,36.48042167970181,67.74026096805413,children,False
3,6,9,36.77295447262454,69.07916838284139,men,False
3,6,3,34.11307989617678,70.49645136614323,men,True
6,0,5,34.20436199008916,69.15956038365631,women,False
6,1,1,33.96987505513358,68.29066114369842,men,True
5,19,3,33.07390029342606,68.97366931140317,men,True
5,2,2,33.49775067632231,69.4475588321711,children,False
5,10,19,35.004753399606784,68.46098114976559,children,False
6,13,19,33.1936007773234,70.5243172483995,women,False
3,13,15,35.90125602724932,70.32855473904395,men,False
6,11,19,32.45717474595346,69.78493293978504,children,False
3,5,6,34.40109559605286,71.41361979257783,children,False
5,6,3,33.14324605134998,68.44175805241683,men,True
4,16,14,34.415766546620056,67.80116076768726,women,False
5,21,4,34.42215366498427,68.55901218480668,men,False
5,21,3,35.1652813354732,68.48476823345732,men,False
0,4,2,34.14665489341019,68.2729421710525,children,False
4,6,4,33.67752471466265,68.57741069700482,women,False
3,6,4,34.18246731695367,70.23324702546752,men,False
3,1,2,33.920407233158116,68.13503259676814,men,True
4,6,4,34.94705626978876,69.68036215036234,children,False
1,16,15,34.86680470788191,70.0420659888956,children,False
6,23,3,33.79053751412373,68.74048908400806,men,True
3,6,3,33.84410870225504,69.35044946608878,women,False
3,21,4,32.98292275267326,70.67054030588041,women,False
4,6,2,32.99033246567531,70.02457462242043,men,True
6,3,1,33.5301376752493,69.01531947860356,men,True
6,7,8,34.75246073859386,69.93886691122128,men,False
5,12,18,36.40754456944505,68.48827163738403,men,False
5,15,18,35.03461504771567,69.78971412020702,men,False
2,0,2,33.7240337632585,69.94035912701884,men,True
6,10,9,33.466812997666054,68.65566352288009,men,True
3,13,7,33.35418979014786,68.03949101054155,men,True
4,12,5,32.439869136922546,67.21419781364455,men,True
5,2,7,34.937678862549845,70.08330397280042,women,False
5,3,3,35.27256281786398,68.31010764070199,men,False
3,2,2,31.982759592207373,67.35850155442998,women,False
5,8,18,33.896249442265805,69.88514073851658,women,False
6,2,4,35.897669483474154,70.33784528069279,men,False
6,13,7,33.85769246850802,69.00679239637375,men,True
1,5,8,32.9273225662098,69.6309019454522,children,False
5,8,12,33.098832982739864,69.12679562116944,women,False
4,11,17,33.12572923153238,68.51499914901758,women,False
1,19,6,34.398754676616285,70.21139880679374,men,False
6,6,5,33.87299564199717,69.03165206376659,men,True
6,5,4,34.83005220623449,69.87363642926482,children,False
5,10,16,34.22001710419678,70.32865297075107,men,False
2,4,1,34.12190480186893,71.13353737877804,men,True
5,22,2,34.13057269889702,69.70258764967807,men,True
2,23,1,34.367124045125976,69.58677537417668,men,False
5,23,3,34.73012146597459,67.57133781449228,men,False
6,4,6,34.62481052266567,69.2744898570937,men,False
5,8,13,34.99988120049166,69.87667205041375,women,False
5,19,6,33.316921216826366,70.26206191141328,children,False
5,22,1,33.28280494381938,67.9425737265566,men,True
6,16,16,34.38582468239653,70.53508990268256,children,False
6,18,8,35.478183684865414,69.40949676151777,men,False
0,19,5,34.00608793892584,68.4546942139475,children,False
6,15,7,33.26220505344991,68.86492014105355,men,True
1,6,9,35.66802763052572,69.55668379333152,men,False
0,9,6,32.18750559783791,68.39824724175591,men,True
5,16,14,33.34514362394005,68.87568867132161,children,False
4,7,9,34.320691304469264,68.22834381141037,children,False
5,15,16,32.29525763195135,68.97426162292436,children,False
5,22,1,32.13249121077371,68.91961838427244,children,False
0,2,2,35.8478053328161,69.35626153193488,men,False
5,2,1,33.146684814725035,68.27173530262394,men,True
3,3,1,33.11619086686662,68.97067045532727,men,True
0,5,4,33.21110091654892,69.01722446579069,children,False
4,13,15,34.994749789850495,70.25504370135623,women,False
6,17,13,35.040471022546875,70.07420846891303,men,False
0,22,2,34.700982106756676,68.58640316000906,women,False
2,9,21,37.119930971025084,70.14529050972986,men,False
5,11,17,34.69705148174159,68.88413211307089,children,False
5,4,1,34.95703502871083,70.30552761852965,men,False
0,11,6,34.03175936368437,68.90600852928249,men,True
3,21,3,35.172399907218725,69.41384705256255,children,False
4,8,10,35.13169701298703,67.66590645832238,children,False
6,5,5,30.93015319585881,68.00782612857452,women,False
6,13,16,34.72354956571383,69.09703418030256,men,False
1,22,6,34.8252200198123,67.78152164042706,children,False
6,3,1,34.300903907370426,69.40461595480024,women,False
1,20,2,33.575706503136274,69.95144197844505,men,True
5,2,2,34.41414189720677,67.6638813853703,children,False
5,19,3,34.125009764079905,69.6939280495327,men,True
5,21,3,32.9081738134953,68.12446921802062,men,True
5,0,2,35.643153267755615,69.90380098873932,men,False
5,4,2,34.568472001245595,68.92258119828941,men,False
6,23,2,34.805885451710495,70.03266082453383,children,False
3,13,17,36.18571396549956,68.84078600866358,men,False
5,6,3,33.37580548894418,70.13904181205933,men,True
5,7,10,35.374465783327956,67.49788747106159,children,False
6,1,1,34.33058394722081,68.75677644699212,men,False
5,17,5,33.55422991395708,69.4189634510062,men,True
1,6,2,33.64910560126887,68.77210788949981,men,True
2,21,3,35.161985657607104,68.9536338813383,men,False
4,16,10,34.199618995210415,69.25116511043605,women,False
5,4,3,35.707992225595135,70.03534297665212,men,False
2,4,1,36.10298456923038,69.73526487411603,men,False
6,6,7,35.60431556989665,67.32369183102342,men,False
6,18,7,35.18061790396944,68.77104698639339,men,False
5,10,15,34.936953293913376,69.53169963808323,men,False
5,4,2,33.310907042184134,69.08134714245702,women,False
3,0,6,35.4241999147416,68.10060730593418,men,False
5,16,14,34.541981883678616,69.04148073558027,women,False
6,8,15,35.02824753164444,68.18165020742957,women,False
5,3,2,33.1162139145082,68.65278034694605,women,False
4,6,7,34.92954774899471,68.55115426264048,women,False
6,23,3,36.27399587398963,68.06472892175289,men,False
5,23,2,33.45216564217172,68.56416139316141,men,True
2,7,13,36.347500333982524,70.4097922378172,children,False
1,22,3,33.85658979472344,67.94445531364285,women,False
4,16,9,32.558772355473515,69.29577158942155,women,False
4,12,13,34.197700231720006,69.66298244267122,men,False
5,21,6,35.00699691966344,68.36182428720404,men,False
1,13,17,34.60629588398308,67.8614075828113,men,False
3,12,16,35.05784002901744,69.01978128238082,men,False
4,7,8,34.259947138861264,68.00790121631186,children,False
5,8,14,33.37045062696554,68.98770117134961,women,False
3,4,1,32.95696508030945,68.45399841808064,men,True
5,2,1,33.06182000654869,70.03032499817117,men,True
3,12,13,36.167118020354735,68.7338683473766,women,False
2,6,6,33.90136415283854,68.79700640199208,women,False
0,5,3,35.21312260715231,69.19636303705039,men,False
4,6,6,34.743708397666474,70.20022256701179,women,False
6,7,8,34.2760901229264,68.24658254182134,women,False
4,15,12,34.600912214472125,68.33822733532296,women,False
2,15,7,33.60607013662803,67.6893723683265,men,True
6,19,5,33.84421840784593,68.91685036266632,women,False
6,3,1,34.15316302135733,66.9565643675471,men,True
6,5,2,33.94430261873668,71.37347616730449,children,False
6,4,2,34.313443346616715,68.89154596731217,men,False
5,17,8,34.17827619344739,70.73712629304602,men,False
5,23,2,34.13377279093865,68.89994676812672,women,False
2,21,3,32.68001021078999,67.34742364526223,men,True
1,5,2,33.59837883303768,69.47729188029005,women,False
5,5,2,33.901580372969725,68.50062705668815,men,True
3,21,3,35.702527985043766,69.438877778967,women,False
5,0,2,33.41633653919737,68.44703428444166,men,True
5,16,13,33.244121306792735,68.0358971770967,children,False
2,18,5,34.10739353985001,69.3375270760007,women,False
6,0,3,33.0004799861406,68.71311978451637,men,True
5,0,1,33.62351162403913,67.86034178245404,children,False
5,2,1,33.54003483122469,70.39749701744026,men,True
3,9,18,35.209656446742066,68.67599305647414,women,False
1,5,3,34.68674728073391,70.08256513652299,men,False
5,3,5,34.56605843413399,68.0072190741493,men,False
4,1,2,33.947173555126376,70.56732712409415,men,True
3,0,3,34.605345889929666,69.73217894920106,men,False
4,23,1,36.24971205195644,69.5581234170609,women,False
1,3,1,33.230677811099724,67.84925762975264,men,True
5,23,2,34.425178665382916,67.54008719398486,men,False
5,8,13,35.23460912057205,68.56748702705458,men,False
5,6,7,34.962766489864315,68.63151304828574,men,False
3,18,8,34.26793383423896,67.7074396138964,men,False
4,14,13,36.0408501265294,71.57014476959202,men,False
5,9,15,36.49044744263573,69.35805070137063,men,False
2,7,15,32.685986650936805,68.47508960283942,children,False
5,10,17,34.58876689303188,69.42296874113718,men,False
6,5,5,34.79234712311782,68.47281511295385,women,False
5,5,4,34.70873773013237,67.96826485496312,men,False
4,0,3,36.54311815063649,68.3430633660185,men,False
5,16,16,35.1432290821954,69.5764916179173,men,False
6,16,13,34.05171468704954,71.48318081527033,children,False
3,4,5,34.59322566419261,70.24951020679062,children,False
5,15,20,34.17687045062077,68.67331281488694,children,False
6,3,2,33.77206658513069,68.37720390974167,men,True
5,2,1,33.592014046356404,68.15260234286534,men,True
6,23,2,33.78519844304951,67.97629381755007,men,True
6,7,12,34.060486804734005,70.51445256812156,children,False
3,12,7,33.781884137658345,68.99064408199294,men,True
5,23,4,34.36197794890151,70.11490615450253,men,False
5,5,3,34.22546137803399,67.90496023823177,men,False
4,7,10,34.90529776311161,68.9123242967399,children,False
5,2,1,32.84186345085669,69.24626744344432,men,True
3,23,4,34.8760975602513,68.84054328717467,children,False
4,16,6,34.059634225083286,68.78700313620895,men,True
4,3,2,34.054543910270034,69.36539517893559,women,False
5,6,3,32.90788520955257,67.39940774884117,men,True
6,8,16,34.42131940195116,69.49024352039834,men,False
1,17,11,35.11958647374707,69.09036642118116,women,False
6,11,18,36.956777679169214,68.73299488390597,men,False
6,15,6,32.46799598474838,69.1651473716607,men,True
2,23,2,35.496479455149085,68.87256538035211,women,False
3,3,2,35.19549412566445,71.13026976580362,women,False
5,15,8,34.173401169858884,68.05353412562279,men,True
3,7,5,33.41532939833646,70.13433584311527,men,True
3,9,18,34.36768246344878,68.79195651224536,men,False
0,17,14,34.23307176211932,70.13702838739299,men,False
5,2,3,36.760180321646594,69.40446140482653,men,False
0,14,17,33.57137810258238,69.78507101497624,children,False
4,2,2,33.64647380561285,68.91881850562852,men,True
3,0,1,34.48358122560937,69.63563284171704,men,False
5,8,17,32.69217909849999,70.0416111973125,women,False
5,4,4,35.60848038691862,67.64008457248333,women,False
2,1,4,33.93358393638128,70.30347041107721,children,False
4,6,6,34.48632244001312,68.93106730089706,women,False
5,6,11,36.13428083268648,69.27514262087769,men,False
0,12,18,35.68721506895175,69.62279755803478,men,False
5,19,2,33.523010435749626,69.30680908530417,men,True
6,0,2,34.03749271928136,69.75310689219702,children,False
3,3,3,33.56448852572762,68.02953979428287,men,True
6,21,3,33.53104961406325,69.32952346620368,men,True
0,16,15,35.97643718679208,70.3534665718918,women,False
4,4,2,33.42411729258419,67.59005669174816,men,True
0,2,2,32.832500562504464,70.15336208610073,men,True
5,4,5,36.263125486927784,69.54984850761583,men,False
2,21,6,34.949739863528976,66.19230850145519,men,False
5,7,9,34.49294378259392,68.79495316501578,children,False
0,7,11,35.93311186921887,69.56303525699221,men,False
3,16,15,34.71907139825252,69.80655981529259,women,False
6,3,1,34.971959404772115,67.18072289389032,children,False
5,13,17,34.504586426265305,69.64738368500745,men,False
6,15,18,33.78810292605989,70.99147710079289,women,False
5,5,3,36.258663778613425,68.58814389426,women,False
3,4,1,35.0463807317474,67.52464752008093,men,False
4,12,13,34.41913358496228,69.38360781391768,men,False
5,20,1,33.81435564700818,70.30646923066526,children,False
4,2,2,31.950194392012783,69.47625503768343,women,False
0,19,6,34.81936959627101,68.84652584471993,men,False
5,23,4,34.805423133486556,69.02129550508273,men,False
6,17,12,34.852738689999455,68.99899257826804,men,False
4,7,9,35.27024010065218,68.00789197198381,children,False
6,12,16,34.65107172011358,69.16667427558734,men,False
6,7,11,35.589295737536496,68.02409214098401,children,False
5,5,3,33.03082807186004,69.05816056892954,children,False
6,5,2,35.35941169665756,70.2730909711556,men,False
0,23,4,34.39930938575261,69.16254908321649,men,False
5,19,7,35.204289612872515,69.31387079087551,men,False
6,4,2,35.38658604642136,70.40976692414877,men,False
6,16,13,33.62197420459634,69.20329208853504,women,False
0,1,1,32.5351650928948,68.83828932604683,women,False
6,6,5,34.70753170292701,70.08771646023233,children,False
4,17,11,33.694563021997624,68.73895079466674,children,False
6,19,4,31.907545100868,70.2233606983227,men,True
4,0,3,34.344085320514914,69.87210213967309,women,False
5,8,6,33.92575612350735,68.73512611569109,men,True
6,9,18,34.468072678827994,68.14466313830276,women,False
5,7,8,34.77845906751136,68.77225281708724,men,False
1,10,18,34.20438081881976,70.57352979009157,men,False
5,14,19,34.453716489201774,69.5420610040178,women,False
4,3,3,34.370855902931666,67.18183618987102,women,False
6,22,5,34.63827897162501,69.83444221702727,men,False
6,9,7,33.644618496905714,67.51696544661422,men,True
6,23,4,34.61753988727479,67.84707936273898,women,False
5,7,5,33.10585894113418,70.52271159577124,men,True
3,3,1,33.99128361321547,69.70166443230612,men,True
0,7,10,34.36912759895094,68.6554307040188,women,False
6,4,1,33.19111031284489,68.64090681140634,men,True
2,20,5,34.226400660758,69.34241679297793,men,False
5,23,1,33.27543105406315,67.78076456219074,men,True
1,2,1,36.09798861039849,68.04234679357464,men,False
0,22,2,33.136625673126495,69.04467208154165,men,True
5,4,2,33.8836421198625,68.6897843519126,men,True
2,6,3,33.1449259755351,69.18077308202523,women,False
5,4,2,33.01233481856402,67.04140273284466,women,False
2,19,7,33.63338659955043,67.86459817176765,women,False
3,3,2,33.84095120209689,69.4104529345112,women,False
6,16,7,33.94941203619754,68.99327869314459,men,True
2,19,3,33.78519044419095,68.31130696048864,men,True
5,17,12,35.70637911151465,70.11434003886525,men,False
5,7,10,34.5876163796416,69.02307518154174,women,False
4,23,1,34.67247937114404,69.09039399221436,men,False
1,1,1,33.64953944610584,69.24321972321502,women,False
0,10,17,32.8422185915531,70.46650582081139,women,False
0,23,3,34.416270473372286,68.98030942924738,children,False
4,0,2,33.20436239319373,70.25127671218199,men,True
5,3,2,33.14483747824036,68.31000225601314,men,True
2,12,20,33.3694551584143,71.08673760119729,women,False
5,6,5,34.67553579763126,68.11771611137473,children,False
6,1,1,33.011035803424924,68.17242191492018,men,True
3,7,6,33.0215854892851,67.09203769757544,men,True
5,6,6,35.11510932328299,69.51857060179512,children,False
6,11,7,32.2862015218067,69.20685591825728,men,True
4,23,3,34.982767392455415,69.26919545086888,men,False
0,17,12,33.87405633318884,67.99738715049266,children,False
4,14,5,33.044143580832575,68.55192295191804,men,True
5,7,10,33.83712698305253,68.7154763236048,women,False
4,4,2,33.878576474514205,67.61770924764684,men,True
6,4,3,33.169825768223056,67.87992288394226,children,False
5,22,1,33.891863246338495,69.14527661426241,men,True
6,6,6,34.98432477842976,68.76839582397513,men,False
6,0,1,33.643429703094476,68.78230093557686,men,True
5,2,3,35.03300574591671,68.50588108259078,women,False
5,4,2,34.001030624872534,68.36652026037946,men,True
1,7,8,33.00310147804113,66.71393801550016,women,False
5,4,1,34.29356188253996,69.615923459144,children,False
6,0,7,35.13223545936399,67.4972715642994,women,False
1,0,3,34.86320852746606,67.46486458160513,children,False
2,21,2,34.22497003301488,68.83197841275482,men,False
1,5,6,37.47213054571368,68.50113589798853,men,False
6,3,3,35.49319403433345,67.71836067592301,women,False
3,1,1,35.19593378296703,69.96657267209969,men,False
3,5,4,34.35341635390817,68.52764968003076,men,False
6,0,1,33.21041006233915,67.7511119113821,men,True
1,8,6,33.92609193053472,70.33852665583767,men,True
4,17,10,34.95617722189167,70.38715202265492,men,False
6,6,4,33.75151019925899,68.49488666655256,men,True
5,2,1,35.17780353685243,67.44981252304915,women,False
6,15,16,34.20789227822939,69.98599508166356,men,False
5,22,3,33.22547233001972,68.79111774964869,children,False
0,3,1,33.32887426663945,68.77442548764765,children,False
6,3,2,33.44596937476714,69.52596966358531,men,True
5,18,10,34.849424111610375,70.734002847172,men,False
0,20,3,34.6122947930902,68.88319479832441,men,False
6,4,2,34.71216849485761,69.99751518574875,children,False
6,3,3,34.93715472876317,68.82753824478655,children,False
4,17,14,34.70121466664787,67.58373566896445,men,False
5,16,15,34.867369542592904,69.52637190865647,men,False
4,15,13,35.06554074179542,68.39998133157181,men,False
4,6,5,33.73171446769469,68.49118120016225,women,False
3,21,2,35.18698032516217,68.35510256620422,women,False
3,20,5,33.214842714723844,68.49161095621328,men,True
6,14,9,33.8422835123138,68.65916452467131,men,True
3,3,5,35.24149307995744,68.81677846977453,women,False
6,2,2,32.5653839416835,68.82414247276186,children,False
5,4,3,32.97037926108788,68.87650789505464,children,False
4,5,5,35.11736705922747,71.09420506737939,children,False
0,2,1,34.30108521513725,69.11717649492574,children,False
5,8,17,33.71391561243437,67.7764774871166,women,False
2,4,1,33.45080295337639,70.85692110022703,men,True
6,8,16,35.15570436720655,69.2574905397438,men,False
6,11,19,35.519358714497145,69.62475052330176,women,False
4,12,7,33.3401866762904,68.37932427252535,men,True
5,20,2,32.644277571698034,70.39964243562173,men,True
5,4,1,34.691074181339374,69.15054705359037,men,False
6,15,6,33.204090414565584,68.7364330684163,men,True
5,23,4,35.297280111297376,68.50861056178174,women,False
1,3,2,34.24044754891935,67.88389770091263,men,False
0,3,1,33.858875503503064,68.27873266872764,men,True
6,7,9,35.83793260996079,68.44676253180188,children,False
4,23,1,33.76977674395438,69.7920289596026,men,True
5,8,5,34.066214297252785,68.5624209999712,men,True
6,20,2,34.53779570928995,69.80038023481677,children,False
5,2,4,34.763002944655966,67.52566634845756,men,False
0,5,1,34.1613381642782,70.1143570353169,men,True
4,5,3,33.69150973392228,68.1374325800488,women,False
5,6,6,34.19002929209354,69.42549373501356,men,False
6,16,18,35.90946902197024,68.21610402827581,men,False
1,0,1,33.624004392996056,68.36710037104626,children,False
5,0,4,34.77148817773513,68.59038769463112,women,False
1,0,2,35.49220877897437,68.57817855663606,women,False
5,1,1,34.5919112502674,70.9342566910206,men,False
2,6,6,33.55952203184651,69.9634113327611,women,False
5,2,2,34.648556996778325,68.52947846099775,men,False
3,5,4,33.97273553403244,70.35163244908938,women,False
0,15,7,33.590683042120915,71.79751477605882,men,True
3,1,1,34.86668571348806,68.72564843582641,men,False
3,6,8,35.06875739565893,69.97746362992599,men,False
4,17,12,35.2235350861176,67.38503063662063,men,False
5,3,1,33.49693290878102,68.08457609231976,men,True
5,19,9,34.54750419260384,70.07703890416352,men,False
6,4,2,33.694814871676776,68.54500600721462,men,True
4,8,11,34.69064514037105,68.9278479497771,men,False
5,4,1,35.414781961475974,69.04943450096447,men,False
6,1,1,33.708500752709874,70.60305490468157,men,True
6,5,3,32.73619513089205,69.35268282184285,men,True
5,2,3,34.42924451433408,68.54948748360434,women,False
4,3,1,34.36106844105169,68.98445490891267,children,False
4,3,2,34.38756186035653,68.33292241786239,men,False
4,2,3,34.55756361305888,68.88889865000473,men,False
5,17,7,34.75706846257667,68.14179360510944,children,False
1,18,7,35.5039141984202,69.43637981084312,children,False
6,15,19,34.23729903906524,69.76238032153682,men,False
6,11,21,35.921191937238106,69.10149388632931,men,False
3,6,7,35.14118216932201,69.47956817186977,men,False
4,22,6,35.061587497217744,68.43905177191162,women,False
3,7,5,34.07781707801138,69.21829872278852,men,True
0,4,1,33.67975709119382,69.45522546057914,men,True
4,3,1,33.77866500699372,69.73817035336938,men,True
5,6,5,34.094755453314654,70.2634292552783,men,True
6,8,15,34.49472726600777,69.2474822056997,men,False
1,19,7,33.416345819695515,69.48565035956908,women,False
1,13,19,34.49324598608586,68.71075687418907,men,False
6,8,7,33.494625844640424,68.33431247425882,men,True
2,16,13,32.43228444529475,69.80913570968566,children,False
1,8,17,35.485439255285314,68.36251241558105,men,False
3,4,1,33.190167944353355,69.62984060637802,women,False
3,20,5,33.81187253327527,70.54427692618957,children,False
6,7,6,32.51407906793334,70.10856444934832,men,True
5,23,4,34.446657749002476,68.70478773178166,men,False
6,6,6,35.394974488855645,69.49711764160688,men,False
1,12,19,35.10785344175862,67.9735350072151,women,False
5,9,17,34.45667519472294,69.17374707037982,men,False
2,20,8,33.53009557072499,67.16361700804983,women,False
6,5,7,34.86792523458827,71.042428319929,men,False
5,14,16,35.813681312976364,70.30977989458276,men,False
5,4,4,32.90594560261904,69.59542088964663,women,False
5,15,21,32.70504691711164,68.62365732011801,women,False
5,14,20,33.362164313834505,68.49050833274235,children,False
5,6,7,35.20269273385132,69.55812824714191,women,False
2,2,1,33.730456009866415,69.66339377089291,women,False
6,12,17,34.3738299426338,71.30793175182883,men,False
4,5,4,33.814224132452274,69.1951784014954,women,False
1,13,15,34.085967949838654,71.73342258628358,women,False
3,5,4,35.098566785514016,69.64654844293315,men,False
